player_name_str,canonical_player_name,fantasy_points_final,points_pairs_str,nation_code,role,match_id,team1,team2,runs,balls_faced,fours,sixes,is_out,wickets,bowled_lbw_wickets,maidens,legal_balls_bowled,runs_conceded_by_bowler,dot_balls,catches,stumpings,runouts_direct,runouts_indirect,strike_rate,bowling_economy,played_match_flag,is_captain_flag,is_vicecaptain_flag,runs_points_int,boundary_points_int,six_points_int,milestone_bonus_points_int,duck_points_int,wicket_points_int,lbw_bowled_bonus_points_int,maiden_points_int,wicket_haul_bonus_points_int,dot_ball_points_int,catch_points_int,catch_3_bonus_points_int,stumping_points_int,runout_direct_points_int,runout_indirect_points_int,strike_rate_points_int,economy_rate_points_int,appearance_points_int,batting_points_int,bowling_points_int,fielding_points_int,base_total_points_int,captain_multiplier_int,final_total_points_int,fantasy_points_int,eligible_fantasy_points_int,match_date_x,match_label_x,team_code,json_name_key,match_date_y,match_label_y
SA Yadav,Suryakumar Yadav,52,Runs: 32 → 32 | Fours: 3 → 12 | Runs milestone bonus: 32 → 4 | Announced: 1 → 4,IND,BAT,1512745,India,Pakistan,32,29,3,0,1,0,0,0,0,0,0,0,0,0,0,110.34,0.0,1,0,0,32,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,48,0,0,52,1,52,52,52,,,India,sa yadav,2026-02-15,India vs Pakistan
HH Pandya,Hardik Pandya,107,Duck: 0 → -2 | Wickets: 2 → 60 | LBW/Bowled bonus: 1 → 8 | Maiden overs: 1 → 12 | Dot balls: 13 → 13 | Catches: 1 → 8 | Economy Rate: 5.33 → 4 | Announced: 1 → 4,IND,AR,1512745,India,Pakistan,0,1,0,0,1,2,1,1,18,16,13,1,0,0,0,0.0,5.33,1,0,0,0,0,0,0,-2,60,8,12,0,13,8,0,0,0,0,0,4,4,-2,80,8,107,1,107,107,107,,,India,hh pandya,2026-02-15,India vs Pakistan
S Dube,Shivam Dube,73,Runs: 27 → 27 | Fours: 3 → 12 | Sixes: 1 → 6 | Runs milestone bonus: 27 → 4 | Catches: 2 → 16 | Strike Rate: 158.82 → 4 | Announced: 1 → 4,IND,AR,1512745,India,Pakistan,27,17,3,1,0,0,0,0,0,0,0,2,0,0,0,158.82,0.0,1,0,0,27,12,6,4,0,0,0,0,0,0,16,0,0,0,0,4,0,4,49,0,16,73,1,73,73,73,,,India,s dube,2026-02-15,India vs Pakistan
RK Singh,Rinku Singh,44,Runs: 11 → 11 | Fours: 1 → 4 | Sixes: 1 → 6 | Dot balls: 3 → 3 | Catches: 2 → 16 | Announced: 1 → 4,IND,BAT,1512745,India,Pakistan,11,4,1,1,1,0,0,0,6,9,3,2,0,0,0,275.0,9.0,1,0,0,11,4,6,0,0,0,0,0,0,3,16,0,0,0,0,0,0,4,21,0,16,44,1,44,44,44,,,India,rk singh,2026-02-15,India vs Pakistan
AR Patel,Axar Patel,83,Duck: 0 → -2 | Wickets: 2 → 60 | LBW/Bowled bonus: 1 → 8 | Dot balls: 13 → 13 | Announced: 1 → 4,IND,AR,1512745,India,Pakistan,0,1,0,0,1,2,1,0,24,29,13,0,0,0,0,0.0,7.25,1,0,0,0,0,0,0,-2,60,8,0,0,13,0,0,0,0,0,0,0,4,-2,68,0,83,1,83,83,83,,,India,ar patel,2026-02-15,India vs Pakistan
Kuldeep Yadav,Kuldeep Yadav,48,Wickets: 1 → 30 | Dot balls: 8 → 8 | Economy Rate: 4.67 → 6 | Announced: 1 → 4,IND,BOWL,1512745,India,Pakistan,0,0,0,0,0,1,0,0,18,14,8,0,0,0,0,0.0,4.67,1,0,0,0,0,0,0,0,30,0,0,0,8,0,0,0,0,0,0,6,4,0,30,0,48,1,48,48,48,,,India,kuldeep yadav,2026-02-15,India vs Pakistan
CV Varun,Varun Chakaravarthy,84,Wickets: 2 → 60 | LBW/Bowled bonus: 1 → 8 | Dot balls: 8 → 8 | Economy Rate: 5.67 → 4 | Announced: 1 → 4,IND,BOWL,1512745,India,Pakistan,0,0,0,0,0,2,1,0,18,17,8,0,0,0,0,0.0,5.67,1,0,0,0,0,0,0,0,60,8,0,0,8,0,0,0,0,0,0,4,4,0,68,0,84,1,84,84,84,,,India,cv varun,2026-02-15,India vs Pakistan
JJ Bumrah,Jasprit Bumrah,77,Wickets: 2 → 60 | LBW/Bowled bonus: 1 → 8 | Dot balls: 5 → 5 | Announced: 1 → 4,IND,BOWL,1512745,India,Pakistan,0,0,0,0,0,2,1,0,12,17,5,0,0,0,0,0.0,8.5,1,0,0,0,0,0,0,0,60,8,0,0,5,0,0,0,0,0,0,0,4,0,68,0,77,1,77,77,77,,,India,jj bumrah,2026-02-15,India vs Pakistan
Sahibzada Farhan,Sahibzada Farhan,2,Duck: 0 → -2 | Announced: 1 → 4,PAK,WK,1512745,India,Pakistan,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,4,-2,0,0,2,1,2,2,2,,,Pakistan,sahibzada farhan,2026-02-15,India vs Pakistan
Saim Ayub,Saim Ayub,155,Runs: 6 → 6 | Sixes: 1 → 6 | Wickets: 3 → 90 | LBW/Bowled bonus: 2 → 16 | 3-Wicket bonus: 3 → 4 | Dot balls: 11 → 11 | Catches: 2 → 16 | Economy Rate: 6.25 → 2 | Announced: 1 → 4,PAK,AR,1512745,India,Pakistan,6,2,0,1,1,3,2,0,24,25,11,2,0,0,0,300.0,6.25,1,0,0,6,0,6,0,0,90,16,0,4,11,16,0,0,0,0,0,2,4,12,110,16,155,1,155,155,155,,,Pakistan,saim ayub,2026-02-15,India vs Pakistan
Agha Salman,Salman Agha,52,Runs: 4 → 4 | Fours: 1 → 4 | Wickets: 1 → 30 | Dot balls: 6 → 6 | Economy Rate: 5.0 → 4 | Announced: 1 → 4,PAK,AR,1512745,India,Pakistan,4,4,1,0,1,1,0,0,12,10,6,0,0,0,0,100.0,5.0,1,0,0,4,4,0,0,0,30,0,0,0,6,0,0,0,0,0,0,4,4,8,30,0,52,1,52,52,52,,,Pakistan,agha salman,2026-02-15,India vs Pakistan
Babar Azam,Babar Azam,17,Runs: 5 → 5 | Catches: 1 → 8 | Announced: 1 → 4,PAK,BAT,1512745,India,Pakistan,5,7,0,0,1,0,0,0,0,0,0,1,0,0,0,71.43,0.0,1,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,5,0,8,17,1,17,17,17,,,Pakistan,babar azam,2026-02-15,India vs Pakistan
Usman Khan,Usman Khan,88,Runs: 44 → 44 | Fours: 6 → 24 | Sixes: 1 → 6 | Runs milestone bonus: 44 → 4 | Runout - indirect: 1 → 6 | Announced: 1 → 4,PAK,WK,1512745,India,Pakistan,44,34,6,1,1,0,0,0,0,0,0,0,0,0,1,129.41,0.0,1,0,0,44,24,6,4,0,0,0,0,0,0,0,0,0,0,6,0,0,4,78,0,6,88,1,88,88,88,,,Pakistan,usman khan,2026-02-15,India vs Pakistan
Shadab Khan,Shadab Khan,22,Runs: 14 → 14 | Fours: 1 → 4 | Announced: 1 → 4,PAK,AR,1512745,India,Pakistan,14,15,1,0,1,0,0,0,6,17,0,0,0,0,0,93.33,17.0,1,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,22,1,22,22,22,,,Pakistan,shadab khan,2026-02-15,India vs Pakistan
Mohammad Nawaz,Mohammad Nawaz,26,Runs: 4 → 4 | Fours: 1 → 4 | Dot balls: 8 → 8 | Runout - indirect: 1 → 6 | Announced: 1 → 4,PAK,AR,1512745,India,Pakistan,4,5,1,0,1,0,0,0,24,28,8,0,0,0,1,80.0,7.0,1,0,0,4,4,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,4,8,0,6,26,1,26,26,26,,,Pakistan,mohammad nawaz,2026-02-15,India vs Pakistan
Faheem Ashraf,Faheem Ashraf,18,Runs: 10 → 10 | Fours: 1 → 4 | Announced: 1 → 4,PAK,AR,1512745,India,Pakistan,10,14,1,0,1,0,0,0,0,0,0,0,0,0,0,71.43,0.0,1,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,18,1,18,18,18,,,Pakistan,faheem ashraf,2026-02-15,India vs Pakistan
Shaheen Shah Afridi,Shaheen Afridi,76,Runs: 23 → 23 | Fours: 2 → 8 | Sixes: 1 → 6 | Wickets: 1 → 30 | Dot balls: 3 → 3 | Catches: 1 → 8 | Economy Rate: 15.5 → -6 | Announced: 1 → 4,PAK,BOWL,1512745,India,Pakistan,23,19,2,1,0,1,0,0,12,31,3,1,0,0,0,121.05,15.5,1,0,0,23,8,6,0,0,30,0,0,0,3,8,0,0,0,0,0,-6,4,37,30,8,76,1,76,76,76,,,Pakistan,shaheen shah afridi,2026-02-15,India vs Pakistan
Abrar Ahmed,Abrar Ahmed,3,Dot balls: 5 → 5 | Economy Rate: 12.67 → -6 | Announced: 1 → 4,PAK,BOWL,1512745,India,Pakistan,0,1,0,0,1,0,0,0,18,38,5,0,0,0,0,0.0,12.67,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,-6,4,0,0,0,3,1,3,3,3,,,Pakistan,abrar ahmed,2026-02-15,India vs Pakistan
Usman Tariq,Usman Tariq,46,Wickets: 1 → 30 | Dot balls: 10 → 10 | Economy Rate: 6.0 → 2 | Announced: 1 → 4,PAK,BOWL,1512745,India,Pakistan,0,3,0,0,1,1,0,0,24,24,10,0,0,0,0,0.0,6.0,1,0,0,0,0,0,0,0,30,0,0,0,10,0,0,0,0,0,0,2,4,0,30,0,46,1,46,46,46,,,Pakistan,usman tariq,2026-02-15,India vs Pakistan
PD Salt,Philip Salt,62,Runs: 28 → 28 | Fours: 2 → 8 | Sixes: 2 → 12 | Runs milestone bonus: 28 → 4 | Strike Rate: 186.67 → 6 | Announced: 1 → 4,ENG,WK,1512747,England,Italy,28,15,2,2,1,0,0,0,0,0,0,0,0,0,0,186.67,0.0,1,0,0,28,8,12,4,0,0,0,0,0,0,0,0,0,0,0,6,0,4,52,0,0,62,1,62,62,62,,,England,pd salt,2026-02-16,England vs Italy
JC Buttler,Jos Buttler,23,Runs: 3 → 3 | Catches: 2 → 16 | Announced: 1 → 4,ENG,WK,1512747,England,Italy,3,4,0,0,1,0,0,0,0,0,0,2,0,0,0,75.0,0.0,1,0,0,3,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,4,3,0,16,23,1,23,23,23,,,England,jc buttler,2026-02-16,England vs Italy
JG Bethell,Jacob Bethell,41,Runs: 23 → 23 | Fours: 2 → 8 | Sixes: 1 → 6 | Announced: 1 → 4,ENG,AR,1512747,England,Italy,23,20,2,1,1,0,0,0,0,0,0,0,0,0,0,115.0,0.0,1,0,0,23,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,0,0,41,1,41,41,41,,,England,jg bethell,2026-02-16,England vs Italy
T Banton,Tom Banton,86,Runs: 30 → 30 | Fours: 3 → 12 | Sixes: 1 → 6 | Runs milestone bonus: 30 → 4 | Catches: 3 → 24 | 3-catches bonus: 3 → 4 | Strike Rate: 142.86 → 2 | Announced: 1 → 4,ENG,WK,1512747,England,Italy,30,21,3,1,1,0,0,0,0,0,0,3,0,0,0,142.86,0.0,1,0,0,30,12,6,4,0,0,0,0,0,0,24,4,0,0,0,2,0,4,52,0,28,86,1,86,86,86,,,England,t banton,2026-02-16,England vs Italy
HC Brook,Harry Brook,36,Runs: 14 → 14 | Fours: 1 → 4 | Sixes: 1 → 6 | Catches: 1 → 8 | Announced: 1 → 4,ENG,BAT,1512747,England,Italy,14,9,1,1,1,0,0,0,0,0,0,1,0,0,0,155.56,0.0,1,0,0,14,4,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,24,0,8,36,1,36,36,36,,,England,hc brook,2026-02-16,England vs Italy
SM Curran,Sam Curran,149,Runs: 25 → 25 | Sixes: 2 → 12 | Runs milestone bonus: 25 → 4 | Wickets: 3 → 90 | 3-Wicket bonus: 3 → 4 | Dot balls: 8 → 8 | Strike Rate: 131.58 → 2 | Announced: 1 → 4,ENG,AR,1512747,England,Italy,25,19,0,2,1,3,0,0,18,22,8,0,0,0,0,131.58,7.33,1,0,0,25,0,12,4,0,90,0,0,4,8,0,0,0,0,0,2,0,4,41,94,0,149,1,149,149,149,,,England,sm curran,2026-02-16,England vs Italy
WG Jacks,Will Jacks,142,Runs: 53 → 53 | Fours: 3 → 12 | Sixes: 4 → 24 | Runs milestone bonus: 53 → 8 | Wickets: 1 → 30 | Dot balls: 3 → 3 | Catches: 1 → 8 | Strike Rate: 240.91 → 6 | Economy Rate: 17.0 → -6 | Announced: 1 → 4,ENG,AR,1512747,England,Italy,53,22,3,4,0,1,0,0,12,34,3,1,0,0,0,240.91,17.0,1,0,0,53,12,24,8,0,30,0,0,0,3,8,0,0,0,0,6,-6,4,97,30,8,142,1,142,142,142,,,England,wg jacks,2026-02-16,England vs Italy
J Overton,Jamie Overton,175,Runs: 15 → 15 | Fours: 1 → 4 | Sixes: 1 → 6 | Wickets: 3 → 90 | LBW/Bowled bonus: 1 → 8 | Maiden overs: 1 → 12 | 3-Wicket bonus: 3 → 4 | Dot balls: 18 → 18 | Catches: 1 → 8 | Economy Rate: 4.5 → 6 | Announced: 1 → 4,ENG,AR,1512747,England,Italy,15,9,1,1,1,3,1,1,24,18,18,1,0,0,0,166.67,4.5,1,0,0,15,4,6,0,0,90,8,12,4,18,8,0,0,0,0,0,6,4,25,114,8,175,1,175,175,175,,,England,j overton,2026-02-16,England vs Italy
JC Archer,Jofra Archer,79,Runs: 1 → 1 | Wickets: 2 → 60 | Dot balls: 14 → 14 | Announced: 1 → 4,ENG,BOWL,1512747,England,Italy,1,1,0,0,0,2,0,0,24,35,14,0,0,0,0,100.0,8.75,1,0,0,1,0,0,0,0,60,0,0,0,14,0,0,0,0,0,0,0,4,1,60,0,79,1,79,79,79,,,England,jc archer,2026-02-16,England vs Italy
LA Dawson,Liam Dawson,17,Dot balls: 5 → 5 | Catches: 1 → 8 | Announced: 1 → 4,ENG,AR,1512747,England,Italy,0,0,0,0,0,0,0,0,18,25,5,1,0,0,0,0.0,8.33,1,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,4,0,0,8,17,1,17,17,17,,,England,la dawson,2026-02-16,England vs Italy
AU Rashid,Adil Rashid,39,Wickets: 1 → 30 | Dot balls: 7 → 7 | Economy Rate: 10.75 → -2 | Announced: 1 → 4,ENG,BOWL,1512747,England,Italy,0,0,0,0,0,1,0,0,24,43,7,0,0,0,0,0.0,10.75,1,0,0,0,0,0,0,0,30,0,0,0,7,0,0,0,0,0,0,-2,4,0,30,0,39,1,39,39,39,,,England,au rashid,2026-02-16,England vs Italy
MR Marsh,Mitchell Marsh,116,Runs: 54 → 54 | Fours: 8 → 32 | Sixes: 2 → 12 | Runs milestone bonus: 54 → 8 | Strike Rate: 200.0 → 6 | Announced: 1 → 4,AUS,AR,1512748,Australia,Sri Lanka,54,27,8,2,1,0,0,0,0,0,0,0,0,0,0,200.0,0.0,1,0,0,54,32,12,8,0,0,0,0,0,0,0,0,0,0,0,6,0,4,106,0,0,116,1,116,116,116,,,Australia,mr marsh,2026-02-16,Australia vs Sri Lanka
TM Head,Travis Head,120,Runs: 56 → 56 | Fours: 7 → 28 | Sixes: 3 → 18 | Runs milestone bonus: 56 → 8 | Strike Rate: 193.1 → 6 | Announced: 1 → 4,AUS,BAT,1512748,Australia,Sri Lanka,56,29,7,3,1,0,0,0,0,0,0,0,0,0,0,193.1,0.0,1,0,0,56,28,18,8,0,0,0,0,0,0,0,0,0,0,0,6,0,4,110,0,0,120,1,120,120,120,,,Australia,tm head,2026-02-16,Australia vs Sri Lanka
C Green,Cameron Green,7,Runs: 3 → 3 | Announced: 1 → 4,AUS,AR,1512748,Australia,Sri Lanka,3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,42.86,0.0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,1,7,7,7,,,Australia,c green,2026-02-16,Australia vs Sri Lanka
TH David,Tim David,14,Runs: 6 → 6 | Fours: 1 → 4 | Announced: 1 → 4,AUS,BAT,1512748,Australia,Sri Lanka,6,5,1,0,1,0,0,0,0,0,0,0,0,0,0,120.0,0.0,1,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,14,1,14,14,14,,,Australia,th david,2026-02-16,Australia vs Sri Lanka
JP Inglis,Josh Inglis,47,Runs: 27 → 27 | Fours: 3 → 12 | Runs milestone bonus: 27 → 4 | Announced: 1 → 4,AUS,WK,1512748,Australia,Sri Lanka,27,22,3,0,1,0,0,0,0,0,0,0,0,0,0,122.73,0.0,1,0,0,27,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,43,0,0,47,1,47,47,47,,,Australia,jp inglis,2026-02-16,Australia vs Sri Lanka
GJ Maxwell,Glenn Maxwell,41,Runs: 22 → 22 | Fours: 1 → 4 | Sixes: 1 → 6 | Dot balls: 3 → 3 | Strike Rate: 146.67 → 2 | Announced: 1 → 4,AUS,AR,1512748,Australia,Sri Lanka,22,15,1,1,1,0,0,0,12,16,3,0,0,0,0,146.67,8.0,1,0,0,22,4,6,0,0,0,0,0,0,3,0,0,0,0,0,2,0,4,32,0,0,41,1,41,41,41,,,Australia,gj maxwell,2026-02-16,Australia vs Sri Lanka
MP Stoinis,Marcus Stoinis,73,Runs: 4 → 4 | Wickets: 2 → 60 | Dot balls: 9 → 9 | Economy Rate: 11.5 → -4 | Announced: 1 → 4,AUS,AR,1512748,Australia,Sri Lanka,4,5,0,0,1,2,0,0,24,46,9,0,0,0,0,80.0,11.5,1,0,0,4,0,0,0,0,60,0,0,0,9,0,0,0,0,0,0,-4,4,4,60,0,73,1,73,73,73,,,Australia,mp stoinis,2026-02-16,Australia vs Sri Lanka
C Connolly,Cooper Connolly,21,Runs: 3 → 3 | Dot balls: 6 → 6 | Catches: 1 → 8 | Announced: 1 → 4,AUS,AR,1512748,Australia,Sri Lanka,3,4,0,0,1,0,0,0,18,27,6,1,0,0,0,75.0,9.0,1,0,0,3,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,4,3,0,8,21,1,21,21,21,,,Australia,c connolly,2026-02-16,Australia vs Sri Lanka
XC Bartlett,Xavier Bartlett,5,Dot balls: 5 → 5 | Economy Rate: 11.0 → -4 | Announced: 1 → 4,AUS,BOWL,1512748,Australia,Sri Lanka,0,3,0,0,0,0,0,0,12,22,5,0,0,0,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,-4,4,0,0,0,5,1,5,5,5,,,Australia,xc bartlett,2026-02-16,Australia vs Sri Lanka
NT Ellis,Nathan Ellis,14,Dot balls: 4 → 4 | Catches: 1 → 8 | Economy Rate: 10.67 → -2 | Announced: 1 → 4,AUS,BOWL,1512748,Australia,Sri Lanka,0,2,0,0,1,0,0,0,18,32,4,1,0,0,0,0.0,10.67,1,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,-2,4,0,0,8,14,1,14,14,14,,,Australia,nt ellis,2026-02-16,Australia vs Sri Lanka
A Zampa,Adam Zampa,9,Runs: 1 → 1 | Dot balls: 6 → 6 | Economy Rate: 10.25 → -2 | Announced: 1 → 4,AUS,BOWL,1512748,Australia,Sri Lanka,1,1,0,0,1,0,0,0,24,41,6,0,0,0,0,100.0,10.25,1,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,-2,4,1,0,0,9,1,9,9,9,,,Australia,a zampa,2026-02-16,Australia vs Sri Lanka
P Nissanka,Pathum Nissanka,204,Runs: 100 → 100 | Fours: 10 → 40 | Sixes: 5 → 30 | Runs milestone bonus: 100 → 16 | Catches: 1 → 8 | Strike Rate: 192.31 → 6 | Announced: 1 → 4,SL,BAT,1512748,Australia,Sri Lanka,100,52,10,5,0,0,0,0,0,0,0,1,0,0,0,192.31,0.0,1,0,0,100,40,30,16,0,0,0,0,0,0,8,0,0,0,0,6,0,4,186,0,8,204,1,204,204,204,,,Sri Lanka,p nissanka,2026-02-16,Australia vs Sri Lanka
MDKJ Perera,Kusal Perera,13,Runs: 1 → 1 | Catches: 1 → 8 | Announced: 1 → 4,SL,WK,1512748,Australia,Sri Lanka,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,33.33,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,1,0,8,13,1,13,13,13,,,Sri Lanka,mdkj perera,2026-02-16,Australia vs Sri Lanka
BKG Mendis,Kusal Mendis,125,Runs: 51 → 51 | Fours: 6 → 24 | Sixes: 1 → 6 | Runs milestone bonus: 51 → 8 | Stumpings: 1 → 12 | Runout - direct: 1 → 12 | Runout - indirect: 1 → 6 | Strike Rate: 134.21 → 2 | Announced: 1 → 4,SL,WK,1512748,Australia,Sri Lanka,51,38,6,1,1,0,0,0,0,0,0,0,1,1,1,134.21,0.0,1,0,0,51,24,6,8,0,0,0,0,0,0,0,0,12,12,6,2,0,4,89,0,30,125,1,125,125,125,,,Sri Lanka,kusal mendis,2026-02-16,Australia vs Sri Lanka
P Rathnayake,Pavan Rathnayake,66,Runs: 28 → 28 | Fours: 6 → 24 | Runs milestone bonus: 28 → 4 | Strike Rate: 186.67 → 6 | Announced: 1 → 4,SL,BAT,1512748,Australia,Sri Lanka,28,15,6,0,0,0,0,0,0,0,0,0,0,0,0,186.67,0.0,1,0,0,28,24,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,4,56,0,0,66,1,66,66,66,,,Sri Lanka,p rathnayake,2026-02-16,Australia vs Sri Lanka
MD Shanaka,Dasun Shanaka,7,Dot balls: 3 → 3 | Announced: 1 → 4,SL,AR,1512748,Australia,Sri Lanka,0,0,0,0,0,0,0,0,8,16,3,0,0,0,0,0.0,12.0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,7,1,7,7,7,,,Sri Lanka,md shanaka,2026-02-16,Australia vs Sri Lanka
PHKD Mendis,Kamindu Mendis,51,Wickets: 1 → 30 | Dot balls: 3 → 3 | Catches: 1 → 8 | Runout - indirect: 1 → 6 | Announced: 1 → 4,SL,AR,1512748,Australia,Sri Lanka,0,0,0,0,0,1,0,0,12,19,3,1,0,0,1,0.0,9.5,1,0,0,0,0,0,0,0,30,0,0,0,3,8,0,0,0,6,0,0,4,0,30,14,51,1,51,51,51,,,Sri Lanka,kamindu mendis,2026-02-16,Australia vs Sri Lanka
DN Wellalage,Dunith Wellalage,47,Wickets: 1 → 30 | Dot balls: 5 → 5 | Catches: 1 → 8 | Announced: 1 → 4,SL,AR,1512748,Australia,Sri Lanka,0,0,0,0,0,1,0,0,24,33,5,1,0,0,0,0.0,8.25,1,0,0,0,0,0,0,0,30,0,0,0,5,8,0,0,0,0,0,0,4,0,30,8,47,1,47,47,47,,,Sri Lanka,dn wellalage,2026-02-16,Australia vs Sri Lanka
MADI Hemantha,Dushan Hemantha,123,Wickets: 3 → 90 | LBW/Bowled bonus: 1 → 8 | 3-Wicket bonus: 3 → 4 | Dot balls: 9 → 9 | Catches: 1 → 8 | Announced: 1 → 4,SL,AR,1512748,Australia,Sri Lanka,0,0,0,0,0,3,1,0,24,37,9,1,0,0,0,0.0,9.25,1,0,0,0,0,0,0,0,90,8,0,4,9,8,0,0,0,0,0,0,4,0,102,8,123,1,123,123,123,,,Sri Lanka,madi hemantha,2026-02-16,Australia vs Sri Lanka
PVD Chameera,Dushmantha Chameera,73,Wickets: 2 → 60 | Dot balls: 9 → 9 | Announced: 1 → 4,SL,BOWL,1512748,Australia,Sri Lanka,0,0,0,0,0,2,0,0,24,36,9,0,0,0,0,0.0,9.0,1,0,0,0,0,0,0,0,60,0,0,0,9,0,0,0,0,0,0,0,4,0,60,0,73,1,73,73,73,,,Sri Lanka,pvd chameera,2026-02-16,Australia vs Sri Lanka
M Theekshana,Maheesh Theekshana,54,Wickets: 1 → 30 | Dot balls: 12 → 12 | Catches: 1 → 8 | Announced: 1 → 4,SL,BOWL,1512748,Australia,Sri Lanka,0,0,0,0,0,1,0,0,24,37,12,1,0,0,0,0.0,9.25,1,0,0,0,0,0,0,0,30,0,0,0,12,8,0,0,0,0,0,0,4,0,30,8,54,1,54,54,54,,,Sri Lanka,m theekshana,2026-02-16,Australia vs Sri Lanka
M Pathirana,Matheesha Pathirana,6,Dot balls: 2 → 2 | Announced: 1 → 4,SL,BOWL,1512748,Australia,Sri Lanka,0,0,0,0,0,0,0,0,4,3,2,0,0,0,0,0.0,4.5,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,6,1,6,6,6,,,Sri Lanka,m pathirana,2026-02-16,Australia vs Sri Lanka
TL Seifert,Tim Seifert,12,Runs: 6 → 6 | Fours: 1 → 4 | Strike Rate: 60.0 → -2 | Announced: 1 → 4,NZ,WK,1512749,Canada,New Zealand,6,10,1,0,1,0,0,0,0,0,0,0,0,0,0,60.0,0.0,1,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,4,10,0,0,12,1,12,12,12,,,New Zealand,tl seifert,2026-02-17,Canada vs New Zealand
FH Allen,Finn Allen,39,Runs: 21 → 21 | Fours: 2 → 8 | Sixes: 1 → 6 | Announced: 1 → 4,NZ,BAT,1512749,Canada,New Zealand,21,7,2,1,1,0,0,0,0,0,0,0,0,0,0,300.0,0.0,1,0,0,21,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,0,0,39,1,39,39,39,,,New Zealand,fh allen,2026-02-17,Canada vs New Zealand
R Ravindra,Rachin Ravindra,109,Runs: 59 → 59 | Fours: 4 → 16 | Sixes: 3 → 18 | Runs milestone bonus: 59 → 8 | Strike Rate: 155.26 → 4 | Announced: 1 → 4,NZ,AR,1512749,Canada,New Zealand,59,38,4,3,0,0,0,0,0,0,0,0,0,0,0,155.26,0.0,1,0,0,59,16,18,8,0,0,0,0,0,0,0,0,0,0,0,4,0,4,101,0,0,109,1,109,109,109,,,New Zealand,r ravindra,2026-02-17,Canada vs New Zealand
GD Phillips,Glenn Phillips,178,Runs: 76 → 76 | Fours: 4 → 16 | Sixes: 6 → 36 | Runs milestone bonus: 76 → 12 | Catches: 3 → 24 | 3-catches bonus: 3 → 4 | Strike Rate: 211.11 → 6 | Announced: 1 → 4,NZ,AR,1512749,Canada,New Zealand,76,36,4,6,0,0,0,0,6,6,0,3,0,0,0,211.11,6.0,1,0,0,76,16,36,12,0,0,0,0,0,0,24,4,0,0,0,6,0,4,140,0,28,178,1,178,178,178,,,New Zealand,gd phillips,2026-02-17,Canada vs New Zealand
MS Chapman,MS Chapman,4,Announced: 1 → 4,NZ,AR,1512749,Canada,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,1,4,4,4,,,,Mark Chapman,2026-02-17,Canada vs New Zealand
DJ Mitchell,DJ Mitchell,4,Announced: 1 → 4,NZ,AR,1512749,Canada,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,1,4,4,4,,,,dj mitchell,2026-02-17,Canada vs New Zealand
