player_name_str,canonical_player_name,fantasy_points_final,points_pairs_str,nation_code,role,match_id,team1,team2,runs,balls_faced,fours,sixes,is_out,wickets,bowled_lbw_wickets,maidens,legal_balls_bowled,runs_conceded_by_bowler,dot_balls,catches,stumpings,runouts_direct,runouts_indirect,strike_rate,bowling_economy,played_match_flag,is_captain_flag,is_vicecaptain_flag,runs_points_int,boundary_points_int,six_points_int,milestone_bonus_points_int,duck_points_int,wicket_points_int,lbw_bowled_bonus_points_int,maiden_points_int,wicket_haul_bonus_points_int,dot_ball_points_int,catch_points_int,catch_3_bonus_points_int,stumping_points_int,runout_direct_points_int,runout_indirect_points_int,strike_rate_points_int,economy_rate_points_int,appearance_points_int,batting_points_int,bowling_points_int,fielding_points_int,base_total_points_int,captain_multiplier_int,final_total_points_int,fantasy_points_int,eligible_fantasy_points_int,match_date_x,match_label_x,team_code,json_name_key,match_date_y,match_label_y
GD Phillips,Glenn Phillips,122,Runs: 39 → 39 | Fours: 4 → 16 | Sixes: 1 → 6 | Runs milestone bonus: 39 → 4 | Wickets: 1 → 30 | Dot balls: 7 → 7 | Catches: 2 → 16 | Strike Rate: 139.29 → 2 | Economy Rate: 10.75 → -2 | Announced: 1 → 4,NZ,AR,1512767,New Zealand,England,39,28,4,1,1,1,0,0,24,43,7,2,0,0,0,139.29,10.75,1,0,0,39,16,6,4,0,30,0,0,0,7,16,0,0,0,0,2,-2,4,65,30,16,122,1,122,122,122,,,New Zealand,gd phillips,2026-02-27,New Zealand vs England
MS Chapman,Mark Chapman,35,Runs: 15 → 15 | Fours: 2 → 8 | Catches: 1 → 8 | Announced: 1 → 4,NZ,BAT,1512767,New Zealand,England,15,9,2,0,1,0,0,0,0,0,0,1,0,0,0,166.67,0.0,1,0,0,15,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,23,0,8,35,1,35,35,35,,,New Zealand,Mark Chapman,2026-02-27,New Zealand vs England
DJ Mitchell,Daryl Mitchell,15,Runs: 3 → 3 | Catches: 1 → 8 | Announced: 1 → 4,NZ,AR,1512767,New Zealand,England,3,8,0,0,1,0,0,0,0,0,0,1,0,0,0,37.5,0.0,1,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,3,0,8,15,1,15,15,15,,,New Zealand,dj mitchell,2026-02-27,New Zealand vs England
MJ Santner,Mitchell Santner,30,Runs: 9 → 9 | Sixes: 1 → 6 | Dot balls: 11 → 11 | Announced: 1 → 4,NZ,AR,1512767,New Zealand,England,9,5,0,1,0,0,0,0,24,29,11,0,0,0,0,180.0,7.25,1,0,0,9,0,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,15,0,0,30,1,30,30,30,,,New Zealand,mj santner,2026-02-27,New Zealand vs England
CE McConchie,Cole McConchie,27,Runs: 14 → 14 | Fours: 2 → 8 | Dot balls: 1 → 1 | Announced: 1 → 4,NZ,AR,1512767,New Zealand,England,14,12,2,0,1,0,0,0,6,13,1,0,0,0,0,116.67,13.0,1,0,0,14,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,22,0,0,27,1,27,27,27,,,New Zealand,ce mcconchie,2026-02-27,New Zealand vs England
MJ Henry,Matt Henry,44,Runs: 1 → 1 | Wickets: 1 → 30 | Dot balls: 9 → 9 | Announced: 1 → 4,NZ,BOWL,1512767,New Zealand,England,1,1,0,0,0,1,0,0,15,19,9,0,0,0,0,100.0,7.6,1,0,0,1,0,0,0,0,30,0,0,0,9,0,0,0,0,0,0,0,4,1,30,0,44,1,44,44,44,,,New Zealand,mj henry,2026-02-27,New Zealand vs England
IS Sodhi,Ish Sodhi,7,Dot balls: 5 → 5 | Economy Rate: 10.5 → -2 | Announced: 1 → 4,NZ,BOWL,1512767,New Zealand,England,0,0,0,0,0,0,0,0,12,21,5,0,0,0,0,0.0,10.5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,-2,4,0,0,0,7,1,7,7,7,,,New Zealand,is sodhi,2026-02-27,New Zealand vs England
LH Ferguson,Lockie Ferguson,41,Wickets: 1 → 30 | Dot balls: 7 → 7 | Announced: 1 → 4,NZ,BOWL,1512767,New Zealand,England,0,0,0,0,0,1,0,0,12,14,7,0,0,0,0,0.0,7.0,1,0,0,0,0,0,0,0,30,0,0,0,7,0,0,0,0,0,0,0,4,0,30,0,41,1,41,41,41,,,New Zealand,lh ferguson,2026-02-27,New Zealand vs England
PD Salt,Philip Salt,6,Runs: 2 → 2 | Announced: 1 → 4,ENG,WK,1512767,New Zealand,England,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,50.0,0.0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,6,1,6,6,6,,,England,pd salt,2026-02-27,New Zealand vs England
JC Buttler,Jos Buttler,26,Duck: 0 → -2 | Stumpings: 2 → 24 | Announced: 1 → 4,ENG,WK,1512767,New Zealand,England,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0.0,0.0,1,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,24,0,0,0,0,4,-2,0,24,26,1,26,26,26,,,England,jc buttler,2026-02-27,New Zealand vs England
HC Brook,Harry Brook,52,Runs: 26 → 26 | Fours: 3 → 12 | Sixes: 1 → 6 | Runs milestone bonus: 26 → 4 | Announced: 1 → 4,ENG,BAT,1512767,New Zealand,England,26,24,3,1,1,0,0,0,0,0,0,0,0,0,0,108.33,0.0,1,0,0,26,12,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,48,0,0,52,1,52,52,52,,,England,hc brook,2026-02-27,New Zealand vs England
JG Bethell,Jacob Bethell,60,Runs: 21 → 21 | Fours: 4 → 16 | Dot balls: 1 → 1 | Catches: 2 → 16 | Strike Rate: 131.25 → 2 | Announced: 1 → 4,ENG,AR,1512767,New Zealand,England,21,16,4,0,1,0,0,0,6,13,1,2,0,0,0,131.25,13.0,1,0,0,21,16,0,0,0,0,0,0,0,1,16,0,0,0,0,2,0,4,37,0,16,60,1,60,60,60,,,England,jg bethell,2026-02-27,New Zealand vs England
T Banton,Tom Banton,61,Runs: 33 → 33 | Fours: 3 → 12 | Sixes: 1 → 6 | Runs milestone bonus: 33 → 4 | Strike Rate: 137.5 → 2 | Announced: 1 → 4,ENG,WK,1512767,New Zealand,England,33,24,3,1,1,0,0,0,0,0,0,0,0,0,0,137.5,0.0,1,0,0,33,12,6,4,0,0,0,0,0,0,0,0,0,0,0,2,0,4,55,0,0,61,1,61,61,61,,,England,t banton,2026-02-27,New Zealand vs England
SM Curran,Sam Curran,44,Runs: 24 → 24 | Fours: 2 → 8 | Sixes: 1 → 6 | Dot balls: 2 → 2 | Announced: 1 → 4,ENG,AR,1512767,New Zealand,England,24,22,2,1,1,0,0,0,6,10,2,0,0,0,0,109.09,10.0,1,0,0,24,8,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,38,0,0,44,1,44,44,44,,,England,sm curran,2026-02-27,New Zealand vs England
WG Jacks,Will Jacks,157,Runs: 32 → 32 | Fours: 4 → 16 | Sixes: 1 → 6 | Runs milestone bonus: 32 → 4 | Wickets: 2 → 60 | LBW/Bowled bonus: 1 → 8 | Dot balls: 9 → 9 | Catches: 1 → 8 | Strike Rate: 177.78 → 6 | Economy Rate: 5.75 → 4 | Announced: 1 → 4,ENG,AR,1512767,New Zealand,England,32,18,4,1,0,2,1,0,24,23,9,1,0,0,0,177.78,5.75,1,0,0,32,16,6,4,0,60,8,0,0,9,8,0,0,0,0,6,4,4,58,68,8,157,1,157,157,157,,,England,wg jacks,2026-02-27,New Zealand vs England
Rehan Ahmed,Rehan Ahmed,110,Runs: 19 → 19 | Fours: 1 → 4 | Sixes: 2 → 12 | Wickets: 2 → 60 | LBW/Bowled bonus: 1 → 8 | Dot balls: 3 → 3 | Announced: 1 → 4,ENG,AR,1512767,New Zealand,England,19,7,1,2,0,2,1,0,18,28,3,0,0,0,0,271.43,9.33,1,0,0,19,4,12,0,0,60,8,0,0,3,0,0,0,0,0,0,0,4,35,68,0,110,1,110,110,110,,,England,rehan ahmed,2026-02-27,New Zealand vs England
LA Dawson,Liam Dawson,41,Wickets: 1 → 30 | Dot balls: 7 → 7 | Announced: 1 → 4,ENG,AR,1512767,New Zealand,England,0,0,0,0,0,1,0,0,24,32,7,0,0,0,0,0.0,8.0,1,0,0,0,0,0,0,0,30,0,0,0,7,0,0,0,0,0,0,0,4,0,30,0,41,1,41,41,41,,,England,la dawson,2026-02-27,New Zealand vs England
JC Archer,Jofra Archer,26,Maiden overs: 1 → 12 | Dot balls: 10 → 10 | Announced: 1 → 4,ENG,BOWL,1512767,New Zealand,England,0,0,0,0,0,0,0,1,18,24,10,0,0,0,0,0.0,8.0,1,0,0,0,0,0,0,0,0,0,12,0,10,0,0,0,0,0,0,0,4,0,12,0,26,1,26,26,26,,,England,jc archer,2026-02-27,New Zealand vs England
AU Rashid,Adil Rashid,76,Wickets: 2 → 60 | Dot balls: 12 → 12 | Announced: 1 → 4,ENG,BOWL,1512767,New Zealand,England,0,0,0,0,0,2,0,0,24,28,12,0,0,0,0,0.0,7.0,1,0,0,0,0,0,0,0,60,0,0,0,12,0,0,0,0,0,0,0,4,0,60,0,76,1,76,76,76,,,England,au rashid,2026-02-27,New Zealand vs England
Sahibzada Farhan,Sahibzada Farhan,190,Runs: 100 → 100 | Fours: 9 → 36 | Sixes: 5 → 30 | Runs milestone bonus: 100 → 16 | Strike Rate: 166.67 → 4 | Announced: 1 → 4,PAK,WK,1512768,Pakistan,Sri Lanka,100,60,9,5,1,0,0,0,0,0,0,0,0,0,0,166.67,0.0,1,0,0,100,36,30,16,0,0,0,0,0,0,0,0,0,0,0,4,0,4,182,0,0,190,1,190,190,190,,,Pakistan,sahibzada farhan,2026-02-28,Pakistan vs Sri Lanka
Fakhar Zaman,Fakhar Zaman,166,Runs: 84 → 84 | Fours: 9 → 36 | Sixes: 4 → 24 | Runs milestone bonus: 84 → 12 | Strike Rate: 200.0 → 6 | Announced: 1 → 4,PAK,BAT,1512768,Pakistan,Sri Lanka,84,42,9,4,1,0,0,0,0,0,0,0,0,0,0,200.0,0.0,1,0,0,84,36,24,12,0,0,0,0,0,0,0,0,0,0,0,6,0,4,156,0,0,166,1,166,166,166,,,Pakistan,fakhar zaman,2026-02-28,Pakistan vs Sri Lanka
Khawaja Nafay,Khawaja Nafay,6,Runs: 2 → 2 | Announced: 1 → 4,PAK,BAT,1512768,Pakistan,Sri Lanka,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,66.67,0.0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,6,1,6,6,6,,,Pakistan,khawaja nafay,2026-02-28,Pakistan vs Sri Lanka
Shadab Khan,Shadab Khan,11,Runs: 7 → 7 | Fours: 1 → 4 | Dot balls: 2 → 2 | Economy Rate: 16.5 → -6 | Announced: 1 → 4,PAK,AR,1512768,Pakistan,Sri Lanka,7,5,1,0,1,0,0,0,12,33,2,0,0,0,0,140.0,16.5,1,0,0,7,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-6,4,11,0,0,11,1,11,11,11,,,Pakistan,shadab khan,2026-02-28,Pakistan vs Sri Lanka
Mohammad Nawaz,Mohammad Nawaz,48,Duck: 0 → -2 | Wickets: 1 → 30 | LBW/Bowled bonus: 1 → 8 | Dot balls: 2 → 2 | Catches: 1 → 8 | Economy Rate: 10.5 → -2 | Announced: 1 → 4,PAK,AR,1512768,Pakistan,Sri Lanka,0,1,0,0,1,1,1,0,12,21,2,1,0,0,0,0.0,10.5,1,0,0,0,0,0,0,-2,30,8,0,0,2,8,0,0,0,0,0,-2,4,-2,38,8,48,1,48,48,48,,,Pakistan,mohammad nawaz,2026-02-28,Pakistan vs Sri Lanka
Agha Salman,Salman Agha,2,Duck: 0 → -2 | Announced: 1 → 4,PAK,AR,1512768,Pakistan,Sri Lanka,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,4,-2,0,0,2,1,2,2,2,,,Pakistan,agha salman,2026-02-28,Pakistan vs Sri Lanka
Usman Khan,Usman Khan,16,Runs: 8 → 8 | Fours: 1 → 4 | Announced: 1 → 4,PAK,WK,1512768,Pakistan,Sri Lanka,8,4,1,0,1,0,0,0,0,0,0,0,0,0,0,200.0,0.0,1,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,16,1,16,16,16,,,Pakistan,usman khan,2026-02-28,Pakistan vs Sri Lanka
Shaheen Shah Afridi,Shaheen Afridi,47,Runs: 4 → 4 | Fours: 1 → 4 | Wickets: 1 → 30 | Dot balls: 11 → 11 | Economy Rate: 12.0 → -6 | Announced: 1 → 4,PAK,BOWL,1512768,Pakistan,Sri Lanka,4,2,1,0,1,1,0,0,24,48,11,0,0,0,0,200.0,12.0,1,0,0,4,4,0,0,0,30,0,0,0,11,0,0,0,0,0,0,-6,4,8,30,0,47,1,47,47,47,,,Pakistan,shaheen shah afridi,2026-02-28,Pakistan vs Sri Lanka
Naseem Shah,Naseem Shah,43,Runs: 1 → 1 | Wickets: 1 → 30 | Dot balls: 8 → 8 | Announced: 1 → 4,PAK,BOWL,1512768,Pakistan,Sri Lanka,1,1,0,0,0,1,0,0,24,36,8,0,0,0,0,100.0,9.0,1,0,0,1,0,0,0,0,30,0,0,0,8,0,0,0,0,0,0,0,4,1,30,0,43,1,43,43,43,,,Pakistan,naseem shah,2026-02-28,Pakistan vs Sri Lanka
Abrar Ahmed,Abrar Ahmed,137,Wickets: 3 → 90 | LBW/Bowled bonus: 3 → 24 | 3-Wicket bonus: 3 → 4 | Dot balls: 11 → 11 | Economy Rate: 5.75 → 4 | Announced: 1 → 4,PAK,BOWL,1512768,Pakistan,Sri Lanka,0,0,0,0,0,3,3,0,24,23,11,0,0,0,0,0.0,5.75,1,0,0,0,0,0,0,0,90,24,0,4,11,0,0,0,0,0,0,4,4,0,118,0,137,1,137,137,137,,,Pakistan,abrar ahmed,2026-02-28,Pakistan vs Sri Lanka
Usman Tariq,Usman Tariq,5,Dot balls: 3 → 3 | Economy Rate: 10.75 → -2 | Announced: 1 → 4,PAK,BOWL,1512768,Pakistan,Sri Lanka,0,0,0,0,0,0,0,0,24,43,3,0,0,0,0,0.0,10.75,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,-2,4,0,0,0,5,1,5,5,5,,,Pakistan,usman tariq,2026-02-28,Pakistan vs Sri Lanka
P Nissanka,Pathum Nissanka,7,Runs: 3 → 3 | Announced: 1 → 4,SL,BAT,1512768,Pakistan,Sri Lanka,3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,42.86,0.0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,1,7,7,7,,,Sri Lanka,p nissanka,2026-02-28,Pakistan vs Sri Lanka
K Mishara,Kamil Mishara,68,Runs: 26 → 26 | Fours: 4 → 16 | Sixes: 1 → 6 | Runs milestone bonus: 26 → 4 | Runout - indirect: 1 → 6 | Strike Rate: 173.33 → 6 | Announced: 1 → 4,SL,WK,1512768,Pakistan,Sri Lanka,26,15,4,1,1,0,0,0,0,0,0,0,0,0,1,173.33,0.0,1,0,0,26,16,6,4,0,0,0,0,0,0,0,0,0,0,6,6,0,4,52,0,6,68,1,68,68,68,,,Sri Lanka,k mishara,2026-02-28,Pakistan vs Sri Lanka
KIC Asalanka,Charith Asalanka,59,Runs: 25 → 25 | Fours: 1 → 4 | Sixes: 2 → 12 | Runs milestone bonus: 25 → 4 | Catches: 1 → 8 | Strike Rate: 138.89 → 2 | Announced: 1 → 4,SL,AR,1512768,Pakistan,Sri Lanka,25,18,1,2,1,0,0,0,0,0,0,1,0,0,0,138.89,0.0,1,0,0,25,4,12,4,0,0,0,0,0,0,8,0,0,0,0,2,0,4,45,0,8,59,1,59,59,59,,,Sri Lanka,kic asalanka,2026-02-28,Pakistan vs Sri Lanka
P Rathnayake,Pavan Rathnayake,108,Runs: 58 → 58 | Fours: 4 → 16 | Sixes: 3 → 18 | Runs milestone bonus: 58 → 8 | Strike Rate: 156.76 → 4 | Announced: 1 → 4,SL,BAT,1512768,Pakistan,Sri Lanka,58,37,4,3,1,0,0,0,0,0,0,0,0,0,0,156.76,0.0,1,0,0,58,16,18,8,0,0,0,0,0,0,0,0,0,0,0,4,0,4,100,0,0,108,1,108,108,108,,,Sri Lanka,p rathnayake,2026-02-28,Pakistan vs Sri Lanka
PHKD Mendis,Kamindu Mendis,13,Runs: 3 → 3 | Runout - indirect: 1 → 6 | Announced: 1 → 4,SL,AR,1512768,Pakistan,Sri Lanka,3,6,0,0,1,0,0,0,0,0,0,0,0,0,1,50.0,0.0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,3,0,6,13,1,13,13,13,,,Sri Lanka,kamindu mendis,2026-02-28,Pakistan vs Sri Lanka
J Liyanage,Janith Liyanage,21,Runs: 5 → 5 | Fours: 1 → 4 | Catches: 1 → 8 | Announced: 1 → 4,SL,AR,1512768,Pakistan,Sri Lanka,5,3,1,0,1,0,0,0,6,14,0,1,0,0,0,166.67,14.0,1,0,0,5,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,9,0,8,21,1,21,21,21,,,Sri Lanka,j liyanage,2026-02-28,Pakistan vs Sri Lanka
MD Shanaka,Dasun Shanaka,220,Runs: 76 → 76 | Fours: 2 → 8 | Sixes: 8 → 48 | Runs milestone bonus: 76 → 12 | Wickets: 2 → 60 | Dot balls: 8 → 8 | Strike Rate: 245.16 → 6 | Economy Rate: 10.5 → -2 | Announced: 1 → 4,SL,AR,1512768,Pakistan,Sri Lanka,76,31,2,8,0,2,0,0,24,42,8,0,0,0,0,245.16,10.5,1,0,0,76,8,48,12,0,60,0,0,0,8,0,0,0,0,0,6,-2,4,144,60,0,220,1,220,220,220,,,Sri Lanka,md shanaka,2026-02-28,Pakistan vs Sri Lanka
DN Wellalage,Dunith Wellalage,4,Runs: 2 → 2 | Dot balls: 4 → 4 | Economy Rate: 12.33 → -6 | Announced: 1 → 4,SL,AR,1512768,Pakistan,Sri Lanka,2,3,0,0,0,0,0,0,18,37,4,0,0,0,0,66.67,12.33,1,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,-6,4,2,0,0,4,1,4,4,4,,,Sri Lanka,dn wellalage,2026-02-28,Pakistan vs Sri Lanka
M Theekshana,Maheesh Theekshana,28,Dot balls: 8 → 8 | Catches: 2 → 16 | Announced: 1 → 4,SL,BOWL,1512768,Pakistan,Sri Lanka,0,0,0,0,0,0,0,0,24,35,8,2,0,0,0,0.0,8.75,1,0,0,0,0,0,0,0,0,0,0,0,8,16,0,0,0,0,0,0,4,0,0,16,28,1,28,28,28,,,Sri Lanka,m theekshana,2026-02-28,Pakistan vs Sri Lanka
PVD Chameera,Dushmantha Chameera,40,Wickets: 1 → 30 | LBW/Bowled bonus: 1 → 8 | Dot balls: 4 → 4 | Economy Rate: 12.0 → -6 | Announced: 1 → 4,SL,BOWL,1512768,Pakistan,Sri Lanka,0,0,0,0,0,1,1,0,24,48,4,0,0,0,0,0.0,12.0,1,0,0,0,0,0,0,0,30,8,0,0,4,0,0,0,0,0,0,-6,4,0,38,0,40,1,40,40,40,,,Sri Lanka,pvd chameera,2026-02-28,Pakistan vs Sri Lanka
D Madushanka,Dilshan Madushanka,129,Wickets: 3 → 90 | LBW/Bowled bonus: 1 → 8 | 3-Wicket bonus: 3 → 4 | Dot balls: 11 → 11 | Runout - indirect: 2 → 12 | Announced: 1 → 4,SL,BOWL,1512768,Pakistan,Sri Lanka,0,0,0,0,0,3,1,0,24,33,11,0,0,0,2,0.0,8.25,1,0,0,0,0,0,0,0,90,8,0,4,11,0,0,0,0,12,0,0,4,0,102,12,129,1,129,129,129,,,Sri Lanka,d madushanka,2026-02-28,Pakistan vs Sri Lanka
Saim Ayub,Saim Ayub,8,Catches: 1 → 8,PAK,AR,1512768,Pakistan,Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,8,1,8,8,0,,,,saim ayub,2026-02-28,Pakistan vs Sri Lanka
AK Markram,Aiden Markram,19,Runs: 4 → 4 | Dot balls: 3 → 3 | Catches: 1 → 8 | Announced: 1 → 4,SA,AR,1512769,Zimbabwe,South Africa,4,5,0,0,1,0,0,0,6,11,3,1,0,0,0,80.0,11.0,1,0,0,4,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,4,4,0,8,19,1,19,19,19,,,South Africa,ak markram,2026-03-01,Zimbabwe vs South Africa
Q de Kock,Quinton de Kock,2,Duck: 0 → -2 | Announced: 1 → 4,SA,WK,1512769,Zimbabwe,South Africa,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,4,-2,0,0,2,1,2,2,2,,,South Africa,q de kock,2026-03-01,Zimbabwe vs South Africa
RD Rickelton,Ryan Rickelton,65,Runs: 31 → 31 | Sixes: 4 → 24 | Runs milestone bonus: 31 → 4 | Strike Rate: 140.91 → 2 | Announced: 1 → 4,SA,WK,1512769,Zimbabwe,South Africa,31,22,0,4,1,0,0,0,0,0,0,0,0,0,0,140.91,0.0,1,0,0,31,0,24,4,0,0,0,0,0,0,0,0,0,0,0,2,0,4,59,0,0,65,1,65,65,65,,,South Africa,rd rickelton,2026-03-01,Zimbabwe vs South Africa
D Brevis,Dewald Brevis,96,Runs: 42 → 42 | Fours: 2 → 8 | Sixes: 4 → 24 | Runs milestone bonus: 42 → 4 | Catches: 1 → 8 | Strike Rate: 233.33 → 6 | Announced: 1 → 4,SA,BAT,1512769,Zimbabwe,South Africa,42,18,2,4,1,0,0,0,0,0,0,1,0,0,0,233.33,0.0,1,0,0,42,8,24,4,0,0,0,0,0,0,8,0,0,0,0,6,0,4,78,0,8,96,1,96,96,96,,,South Africa,d brevis,2026-03-01,Zimbabwe vs South Africa
DA Miller,David Miller,56,Runs: 22 → 22 | Fours: 2 → 8 | Sixes: 2 → 12 | Catches: 1 → 8 | Strike Rate: 137.5 → 2 | Announced: 1 → 4,SA,BAT,1512769,Zimbabwe,South Africa,22,16,2,2,1,0,0,0,0,0,0,1,0,0,0,137.5,0.0,1,0,0,22,8,12,0,0,0,0,0,0,0,8,0,0,0,0,2,0,4,42,0,8,56,1,56,56,56,,,South Africa,da miller,2026-03-01,Zimbabwe vs South Africa
T Stubbs,Tristan Stubbs,25,Runs: 21 → 21 | Announced: 1 → 4,SA,WK,1512769,Zimbabwe,South Africa,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,91.3,0.0,1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,0,0,25,1,25,25,25,,,South Africa,t stubbs,2026-03-01,Zimbabwe vs South Africa
GF Linde,George Linde,90,Runs: 30 → 30 | Fours: 2 → 8 | Sixes: 1 → 6 | Runs milestone bonus: 30 → 4 | Wickets: 1 → 30 | Dot balls: 6 → 6 | Strike Rate: 142.86 → 2 | Announced: 1 → 4,SA,AR,1512769,Zimbabwe,South Africa,30,21,2,1,0,1,0,0,18,22,6,0,0,0,0,142.86,7.33,1,0,0,30,8,6,4,0,30,0,0,0,6,0,0,0,0,0,2,0,4,48,30,0,90,1,90,90,90,,,South Africa,gf linde,2026-03-01,Zimbabwe vs South Africa
C Bosch,Corbin Bosch,84,Wickets: 2 → 60 | LBW/Bowled bonus: 2 → 16 | Dot balls: 6 → 6 | Economy Rate: 10.0 → -2 | Announced: 1 → 4,SA,AR,1512769,Zimbabwe,South Africa,0,0,0,0,0,2,2,0,24,40,6,0,0,0,0,0.0,10.0,1,0,0,0,0,0,0,0,60,16,0,0,6,0,0,0,0,0,0,-2,4,0,76,0,84,1,84,84,84,,,South Africa,c bosch,2026-03-01,Zimbabwe vs South Africa
A Nortje,Anrich Nortje,45,Wickets: 1 → 30 | Dot balls: 11 → 11 | Announced: 1 → 4,SA,BOWL,1512769,Zimbabwe,South Africa,0,0,0,0,0,1,0,0,24,29,11,0,0,0,0,0.0,7.25,1,0,0,0,0,0,0,0,30,0,0,0,11,0,0,0,0,0,0,0,4,0,30,0,45,1,45,45,45,,,South Africa,a nortje,2026-03-01,Zimbabwe vs South Africa
KT Maphaka,Kwena Maphaka,92,Wickets: 2 → 60 | LBW/Bowled bonus: 1 → 8 | Dot balls: 16 → 16 | Economy Rate: 5.25 → 4 | Announced: 1 → 4,SA,BOWL,1512769,Zimbabwe,South Africa,0,0,0,0,0,2,1,0,24,21,16,0,0,0,0,0.0,5.25,1,0,0,0,0,0,0,0,60,8,0,0,16,0,0,0,0,0,0,4,4,0,68,0,92,1,92,92,92,,,South Africa,kt maphaka,2026-03-01,Zimbabwe vs South Africa
L Ngidi,Lungi Ngidi,54,Wickets: 1 → 30 | LBW/Bowled bonus: 1 → 8 | Dot balls: 12 → 12 | Announced: 1 → 4,SA,BOWL,1512769,Zimbabwe,South Africa,0,0,0,0,0,1,1,0,24,29,12,0,0,0,0,0.0,7.25,1,0,0,0,0,0,0,0,30,8,0,0,12,0,0,0,0,0,0,0,4,0,38,0,54,1,54,54,54,,,South Africa,l ngidi,2026-03-01,Zimbabwe vs South Africa
SD Hope,Shai Hope,58,Runs: 32 → 32 | Fours: 3 → 12 | Sixes: 1 → 6 | Runs milestone bonus: 32 → 4 | Announced: 1 → 4,WI,WK,1512770,West Indies,India,32,33,3,1,1,0,0,0,0,0,0,0,0,0,0,96.97,0.0,1,0,0,32,12,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,54,0,0,58,1,58,58,58,,,West Indies,sd hope,2026-03-01,West Indies vs India
RL Chase,Roston Chase,81,Runs: 40 → 40 | Fours: 5 → 20 | Sixes: 1 → 6 | Runs milestone bonus: 40 → 4 | Dot balls: 3 → 3 | Strike Rate: 160.0 → 4 | Announced: 1 → 4,WI,AR,1512770,West Indies,India,40,25,5,1,1,0,0,0,12,18,3,0,0,0,0,160.0,9.0,1,0,0,40,20,6,4,0,0,0,0,0,3,0,0,0,0,0,4,0,4,70,0,0,81,1,81,81,81,,,West Indies,rl chase,2026-03-01,West Indies vs India
SO Hetmyer,Shimron Hetmyer,85,Runs: 27 → 27 | Fours: 1 → 4 | Sixes: 2 → 12 | Runs milestone bonus: 27 → 4 | Catches: 3 → 24 | 3-catches bonus: 3 → 4 | Strike Rate: 225.0 → 6 | Announced: 1 → 4,WI,BAT,1512770,West Indies,India,27,12,1,2,1,0,0,0,0,0,0,3,0,0,0,225.0,0.0,1,0,0,27,4,12,4,0,0,0,0,0,0,24,4,0,0,0,6,0,4,47,0,28,85,1,85,85,85,,,West Indies,so hetmyer,2026-03-01,West Indies vs India
SE Rutherford,Sherfane Rutherford,32,Runs: 14 → 14 | Sixes: 1 → 6 | Catches: 1 → 8 | Announced: 1 → 4,WI,BAT,1512770,West Indies,India,14,9,0,1,1,0,0,0,0,0,0,1,0,0,0,155.56,0.0,1,0,0,14,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,20,0,8,32,1,32,32,32,,,West Indies,se rutherford,2026-03-01,West Indies vs India
